"","country_year","RECONCILED.post_elec_violence","RECONCILED.turnout","RECONCILED.elec_integrity","RECONCILED.pre_elec_legal_integrity","RECONCILED.elec_explicit_cheating","electexec","electleg","electboth","IAEP.Constitution.amended.this.year.","IAEP.Age.of.constitution..years.","govstruct","IAEP.Regional.government.reps.selected","IAEP.Election.scheduled","IAEP.Election.period","IAEP.Do.party.nominations.field.leg.candidates.","IAEP.Do.party.nominations.field.executive.candidates.","IAEP.Leg.elec.sys","IAEP.Exec.elec.sys","IAEP.Exec.elec.rules","IAEP.Num.of.parties.that.hold....5..of.legislature","IAEP.Official.state.party.","IAEP.Leg.elec.competetive.","IAEP.Exec.elec.competetive.","IAEP.Boycotted.by.major.party.","IAEP.Did.election.cause.protest.violence.","IAEP.protestpart","IAEP...of.pop.voting.in.leg.elec","IAEP...of.pop.voting.in.exec.elec","EXELEC","LEGELEC","QED.Transitional.election","QED.Runoff.election","QED.Freedom.to.change.government","QED.Freedom.of.association","QED.Freedom.of.speech","QED.Overall.election.quality","QED.Extent.of.election.problems","QED.Pre.election.legal.structural.enviornment","QED.Pre.election.political.conditions","QED.Pre.election.violence.unrest","QED.Pre.election.administrative.capacity","QED.Election.day.explicit.cheating","QED.Election.day.violence.unrest","QED.Election.day.administrative.capacity","PEI...years.since.last.regime.transition","PEI.WB.income.level","PEI.PEI.index.of.electoral.integrity..imputed","PEI.Rating.of.electoral.integrity..1.10.","PEI.Electoral.laws.index..0.100...imputed","PEI.Electoral.prodcedures.index..0.100...imputed","PEI.Voting.district.boundaries.index..0.100...imputed","PEI.Voter.regisration.index..0.100...imputed","PEI.Party.candidate.registration.index..0.100...imputed","PEI.Media.coverage.index..0.100...imputed","PEI.Campaign.finance.index..0.100...imputed","PEI.Voting.process.index..0.100...imputed","PEI.Vote.count.index..0.100...imputed","PEI.Voting.results.reactions.index..protests.disputes...0.100...imputed","PEI.Electoral.authorities.index..0.100...imputed","PEI.turnout","POLITY5.fragment","POLITY5.polity2","POLITY5.durable","POLITY5.parreg","POLITY5.parcomp","POLITY5.regtrans","FH.status","FH.fh_total","WB.GDP.per.capita..constant.2015.US..","WB.Foreign.direct.investment..net.inflows..BoP..current.US.","WB.Inflation..consumer.prices..annual...","WB.Gini.index","nelda1","nelda3","nelda4","nelda5","nelda11","nelda17","nelda18","nelda29","nelda30","nelda32","nelda45","nelda46","nelda47","nelda48","nelda49","CIRI.PHYSINT","CIRI.NEW_EMPINX","CIRI.ELECSD","CIRI.WOPOL","CIRI.INJUD","AFRO.datapresent","Press.Freedom.Index"
"148","Sierra Leone-2018",3,81.11,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,1,49.57483,6.6666665,59.86111,66.666664,49.583332,50,43.333332,40.666668,32.916668,44.166668,63.833332,40.104168,66.666664,81.11,0,7,16,3,4,NA,"PF",6,630.482455396876,250446053.545995,16.0327898535814,35.7,"no","yes","yes","yes","no","no","yes","yes","yes","no","yes","yes","no","no","no",NA,NA,NA,NA,NA,1,29.98
"149","Sierra Leone-2018",3,81.11,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,1,49.57483,6.6666665,59.86111,66.666664,49.583332,50,43.333332,40.666668,32.916668,44.166668,63.833332,40.104168,66.666664,81.11,0,7,16,3,4,NA,"PF",6,630.482455396876,250446053.545995,16.0327898535814,35.7,"no","yes","yes","yes","no","no","yes","yes","yes","no","yes","yes","no","no","no",NA,NA,NA,NA,NA,1,79
"150","Somalia-1960",0,23.1,NA,NA,NA,"No","Yes","No","No","0","Unitary system","Missing information","No formal schedule","One day","No","No executive elections","Majority","Elected through legislature","N/A - no elected executive","More than two","No","Yes","Yes","No","No","N/A - no election protest",23.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,0,1,0,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","Somalia-1964",0,18.1,NA,NA,NA,"No","Yes","No","Yes","4","Unitary system","Missing information","No formal schedule","One day","No","No executive elections","Majority","Elected through legislature","N/A - no elected executive","More than two","No","Yes","Yes","No","No","N/A - no election protest",18.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,1,0,NA,NA,NA,NA,NA,NA,NA,"no","yes","yes","yes","no","yes","no","no",NA,"no","no",NA,NA,"no","no",NA,NA,NA,NA,NA,NA,NA
"152","Somalia-1967",0,37.3,NA,NA,NA,"Yes","No","No","Yes","7","Unitary system","Missing information","No formal schedule","One day","No","No","Majority","Elected through legislature","Majority rule","More than two","No","No","No","No","No","N/A - no election protest",NA,37.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","Somalia-1969",3,NA,NA,NA,NA,"No","Yes","No","Yes","9","Unitary system","Missing information","No formal schedule","One day","No","No","Majority","Elected through legislature","Majority rule","More than two","No","Yes","Yes","No","No","N/A - no election protest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,0,4,1,-2,NA,NA,NA,NA,NA,NA,"no","yes","yes","yes","no","yes","no","yes","yes","no","no",NA,NA,"no","no",NA,NA,NA,NA,NA,NA,NA
"154","Somalia-1979",0,NA,2,2,NA,"No",NA,"No","Missing information",NA,"Unitary system","Central government decision","No formal schedule","Missing information","N/A - no legislature","No executive elections","N/A - no legislature","Chosen strictly by a party","N/A - no elected executive","N/A - no legislature","Yes","N/A - no legislature","No","No","No","N/A - no election protest",NA,NA,0,1,NA,NA,"(1) Citizens do not have right to change government","(1) Citizens do not have freedom of association","(1) Citizens do not have freedom of speech",0.5,"(2) Moderate - moderate problems","(2) Moderate - moderate problems",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,10,4,1,NA,"NF",14,NA,10000,NA,NA,"yes","no","no","no","yes","no","no","no",NA,"no","no",NA,NA,"no","no",NA,NA,NA,NA,NA,NA,NA
"155","Somalia-1984",0,99.8,3,3,NA,"No","Yes","No","Yes","5","Unitary system","Central government decision","Yes, inexact periods","One day","Yes","No executive elections","Majority","Elected through legislature","N/A - no elected executive","One","Yes","No","No","No","No","N/A - no election protest",99.8,NA,0,1,0,0,"(1) Citizens do not have right to change government","(1) Citizens do not have freedom of association","(1) Citizens do not have freedom of speech",1,"(3) High - major problems","(3) High - major problems",NA,"(3) High - major problems",NA,NA,"(0) Good - no problems",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,15,4,1,NA,"NF",14,NA,-14940000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,1,1,0,NA,NA
"156","Somalia-1985",0,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,16,4,1,NA,"NF",14,NA,-710000,NA,NA,"no","no","no","yes","no","no","no","no",NA,"no","no",NA,NA,"no","no",3,3,0,1,1,NA,NA
"157","Somalia-1986",0,NA,3,3,NA,"Yes","No","No","No","7","Unitary system","Central government decision","Yes, inexact periods","One day","Yes","Yes","Majority","Directly elected","Majority rule","One","Yes","Missing information","Missing information","No","No","N/A - no election protest",NA,NA,1,0,0,0,"(1) Citizens do not have right to change government","(1) Citizens do not have freedom of association","(1) Citizens do not have freedom of speech",1,"(3) High - major problems","(3) High - major problems",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,17,4,1,NA,"NF",14,NA,3060000,NA,NA,"yes","no","no","no","no","no","no","no",NA,"no","no",NA,NA,"no","no",3,4,0,1,1,NA,NA
"158","Somalia-1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-77,-77,-77,"NF",14,NA,1100000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","Somalia-2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,-77,-77,-77,"NF",13,NA,270000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","Somalia-2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,-77,-77,-77,"NF",13,NA,40000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","Somalia-2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,-77,-77,-77,"NF",13,NA,40000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","Somalia-2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,-77,-77,-77,"NF",13,NA,-4790000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59
"163","Somalia-2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,-77,-77,-77,"NF",13,NA,-4790000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90
"164","Somalia-2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,-77,-77,-77,"NF",14,NA,8.7e+07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.5
"165","Somalia-2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,-77,-77,-77,"NF",14,NA,8.7e+07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120
"166","Somalia-2009",0,NA,NA,NA,NA,"Yes","No","No","No","5","Federal system","Autonomous decision","No formal schedule","One day","N/A - no elected legislature","No executive elections","N/A - no elected legislature","Elected through legislature","N/A - no elected executive","Missing information","No","Missing information","Missing information","Missing information","No","N/A - no election protest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,-77,-77,NA,"NF",14,NA,1.08e+08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66
"167","Somalia-2009",0,NA,NA,NA,NA,"Yes","No","No","No","5","Federal system","Autonomous decision","No formal schedule","One day","N/A - no elected legislature","No executive elections","N/A - no elected legislature","Elected through legislature","N/A - no elected executive","Missing information","No","Missing information","Missing information","Missing information","No","N/A - no election protest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,-77,-77,NA,"NF",14,NA,1.08e+08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121
"168","Somalia-2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,-77,-77,NA,"NF",14,NA,1.12e+08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","Somalia-2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,0,1,0,3,"NF",14,NA,107330000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.59
"170","Somalia-2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,0,1,0,3,"NF",14,NA,107330000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,166
"171","Somalia-2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1,1,0,3,"NF",14,330.418781728653,2.58e+08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.19
"172","Somalia-2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,1,1,0,3,"NF",14,330.418781728653,2.58e+08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172
"173","Somalia-2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,2,1,0,3,"NF",14,345.700790560298,2.61e+08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.31
"174","Somalia-2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,2,1,0,3,"NF",14,345.700790560298,2.61e+08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167
"175","Somalia-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,4,1,0,NA,"NF",14,407.425855097216,3.3e+08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","Somalia-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,4,1,0,NA,"NF",14,407.425855097216,3.3e+08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159
"177","Somalia-2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,1,0,NA,"NF",14,406.427231255181,3.69e+08,NA,36.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.95
"178","Somalia-2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,1,0,NA,"NF",14,406.427231255181,3.69e+08,NA,36.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167
"179","Sudan-1958",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,0,4,1,-2,NA,NA,NA,NA,NA,NA,"yes","yes","yes","yes","no","no","yes","no",NA,"no","no",NA,NA,"no","no",NA,NA,NA,NA,NA,NA,NA
"180","Sudan-1965",2,NA,NA,NA,NA,"No","Yes","No","No","3","Unitary system","Central government decision","No formal schedule","Multiple days","No","No executive elections","Missing information","Missing information","N/A - no elected executive","More than two","No","Yes","Yes","Yes","Yes","Moderate participation",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,3,3,3,NA,NA,948.748347189326,NA,-2.44602939056207,NA,"yes","yes","yes","yes","no","no","no","no",NA,"no","no",NA,NA,"no","no",NA,NA,NA,NA,NA,NA,NA
"181","Sudan-1967",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,3,3,NA,NA,NA,876.127784884215,NA,11.0135558877735,NA,"no","yes","yes","yes","yes","no","no","no",NA,"no","no",NA,NA,"no","no",NA,NA,NA,NA,NA,NA,NA
"182","Sudan-1968",1,61,NA,NA,NA,"No","Yes","No","No","6","Unitary system","Central government decision","No formal schedule","Multiple days","No","No executive elections","Missing information","Missing information","N/A - no elected executive","More than two","No","Yes","Yes","Yes","Yes","Low participation",61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,3,3,NA,NA,NA,867.573681749751,NA,-10.033895358939,NA,"no","yes","yes","yes","yes","no","no","no",NA,"no","no",NA,NA,"no","no",NA,NA,NA,NA,NA,NA,NA
"183","Sudan-1971",0,100,NA,NA,NA,"Yes","No","No","No","9","Unitary system","Central government decision","No formal schedule","Multiple days","No","No","Missing information","Missing information","Missing information","More than two","Yes","Yes","Yes","No","No","N/A - no election protest",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,0,4,1,-2,NA,NA,871.014493569815,NA,1.3036690085935,NA,"yes","no","no","no","yes","no","no","unclear",NA,"no","no",NA,NA,"no","no",NA,NA,NA,NA,NA,NA,NA
"184","Sudan-1972",0,NA,NA,NA,NA,"No","Yes","No","No","1","Unitary system","Central government decision","Missing information","Multiple days","No","No","Missing information","Directly elected","Missing information","Missing information","Yes","No","No","No","No","N/A - no election protest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7,1,4,1,NA,"NF",12,802.061628723637,610000,13.5547507128621,NA,"yes","unclear","unclear","unclear","unclear","no","no","no",NA,"no","no",NA,NA,"no","no",NA,NA,NA,NA,NA,NA,NA
"185","Sudan-1974",0,NA,NA,NA,NA,"No","Yes","No","No","1","Federal system","Autonomous decision","Yes, inexact periods","Multiple days","No","Yes","Missing information","Directly elected","Missing information","Missing information","Yes","No","No","No","No","N/A - no election protest",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,3,4,1,NA,"NF",12,845.172930149904,-1159999.9,26.1581023014198,NA,"yes","no","no","unclear","yes","no","no","no",NA,"no","no",NA,NA,"no","no",NA,NA,NA,NA,NA,NA,NA
"186","Sudan-1977",0,NA,2,2,NA,"Yes","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,"(1) Citizens do not have right to change government","(2) Right exists but some problems","(2) Right exists but some problems",1,"(2) Moderate - moderate problems","(2) Moderate - moderate problems","(2) Moderate - moderate problems","(0) Good - no problems",NA,NA,"(0) Good - no problems",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,6,4,1,NA,"NF",11,1098.94428635146,8269999.9,17.0763307914921,NA,"no","no","no","no","yes","no","no","unclear",NA,"no","no",NA,NA,"no","no",NA,NA,NA,NA,NA,NA,NA
"187","Sudan-1978",0,NA,2,2,0,"No","Yes","No","No","5","Federal system","Autonomous decision","Yes, inexact periods","Multiple days","Yes","Yes","Plurality (FPP)","Directly elected","Missing information","One","Yes","No","No","No","No","N/A - no election protest",NA,NA,0,1,0,0,"(1) Citizens do not have right to change government","(2) Right exists but some problems","(2) Right exists but some problems",1,"(2) Moderate - moderate problems","(2) Moderate - moderate problems","(2) Moderate - moderate problems","(0) Good - no problems","(0) Good - no problems","(0) Good - no problems","(0) Good - no problems","(0) Good - no problems",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6,7,4,1,NA,"PF",10,999.760300493703,5990000,19.2304044013514,NA,"no","no","no","yes","yes","no","no","unclear",NA,"no","no",NA,NA,"no","no",NA,NA,NA,NA,NA,NA,NA
