NEWID,NEWID2,COUNTRY,YEAR,COW,DATELEG,DATEEXEC,LEGELEC,EXELEC,SELTRANS,SELRUNOFF,SP1,SP2,SOBSDOM,SIEMASS,SF1,SF2,SF3,SA1,SA2,SREC,SR0STR,SR11CHEAT,SR13VIOL,SR12CAP,SR21CHEAT,SR23VIOL,SR22CAP,INTERCODER,REC_SCORE,PROBLEMS
222,221,Austria                     ,1998,305,NA,(4) April,(0) Otherwise,(1) Executive Election,NA,NA,NA,3,(0) Otherwise,(0) Otherwise,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(3) Citizens have freedom of speech,0,(0) Good - no problems,"(0) No reconciliation, consensus",(0) Good - no problems,NA,NA,NA,NA,NA,NA,0,0,0
223,222,Austria                     ,1999,305,(10) October,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,NA,3,(0) Otherwise,(0) Otherwise,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(3) Citizens have freedom of speech,0,(0) Good - no problems,"(0) No reconciliation, consensus",(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,0,0,0
226,225,Austria                     ,2002,305,(11) November,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,NA,2,(0) Otherwise,(0) Otherwise,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(3) Citizens have freedom of speech,0,(0) Good - no problems,"(0) No reconciliation, consensus",(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,0,1,0
228,227,Austria                     ,2004,305,NA,(4) April,(0) Otherwise,(1) Executive Election,(0) Otherwise,(0) Otherwise,NA,6,(0) Otherwise,(0) Otherwise,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(3) Citizens have freedom of speech,0,(0) Good - no problems,"(0) No reconciliation, consensus",(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,0,0,0
230,229,Azerbaijan                  ,1992,373,NA,(9) September,(0) Otherwise,(1) Executive Election,(0) Otherwise,(0) Otherwise,5,4,(0) Otherwise,(1) Presence of International Observers,(2) Right exists but some problems,(3) Citizens have freedom of association,(2) Right exists but some problems,0,(2) Moderate - moderate problems,"(0) No reconciliation, consensus",(0) Good - no problems,(1) Low - minor problems only,(3) High - major problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,1,0,2
231,230,Azerbaijan                  ,1993,373,NA,(10) October,(0) Otherwise,(1) Executive Election,(0) Otherwise,(0) Otherwise,5,3,(0) Otherwise,(0) Otherwise,(1) Citizens do not have right to change government,(2) Right exists but some problems,(1) Citizens do not have freedom of speech,1,(3) High - major problems,"(0) No reconciliation, consensus",(2) Moderate - moderate problems,(3) High - major problems,(3) High - major problems,(0) Good - no problems,(0) Good - no problems,NA,(0) Good - no problems,1,0,5
233,232,Azerbaijan                  ,1995,373,(11) November,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,7,7,(0) Otherwise,(1) Presence of International Observers,(2) Right exists but some problems,(1) Citizens do not have freedom of association,(2) Right exists but some problems,1,(3) High - major problems,"(0) No reconciliation, consensus",(0) Good - no problems,(3) High - major problems,(3) High - major problems,(0) Good - no problems,(3) High - major problems,(0) Good - no problems,(1) Low - minor problems only,4,0,5
236,235,Azerbaijan                  ,1998,373,NA,(10) October,(0) Otherwise,(1) Executive Election,(0) Otherwise,(0) Otherwise,NA,10,(1) Presence of Domestic Observers,(1) Presence of International Observers,(2) Right exists but some problems,(2) Right exists but some problems,(2) Right exists but some problems,1,(2) Moderate - moderate problems,"(0) No reconciliation, consensus",(1) Low - minor problems only,(2) Moderate - moderate problems,(2) Moderate - moderate problems,(1) Low - minor problems only,(2) Moderate - moderate problems,(0) Good - no problems,(0) Good - no problems,1,0,4
238,237,Azerbaijan                  ,2000,373,(11) November,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,NA,11,(0) Otherwise,(1) Presence of International Observers,(2) Right exists but some problems,(2) Right exists but some problems,(2) Right exists but some problems,1,(3) High - major problems,"(0) No reconciliation, consensus",(2) Moderate - moderate problems,(2) Moderate - moderate problems,(2) Moderate - moderate problems,(1) Low - minor problems only,(3) High - major problems,(0) Good - no problems,(0) Good - no problems,2,0,5
241,240,Azerbaijan                  ,2003,373,NA,(10) October,(0) Otherwise,(1) Executive Election,(0) Otherwise,(0) Otherwise,NA,13,(1) Presence of Domestic Observers,(1) Presence of International Observers,(2) Right exists but some problems,(2) Right exists but some problems,(2) Right exists but some problems,1,(3) High - major problems,"(0) No reconciliation, consensus",(2) Moderate - moderate problems,(3) High - major problems,(2) Moderate - moderate problems,(2) Moderate - moderate problems,(3) High - major problems,(3) High - major problems,(3) High - major problems,0,NA,5
250,249,Bahamas                     ,1982,31,(6) June,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,3,2,(0) Otherwise,(0) Otherwise,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(3) Citizens have freedom of speech,0,(1) Low - minor problems only,(1) One variable had to be reconciled,(0) Good - no problems,(1) Low - minor problems only,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,1,0,1
255,254,Bahamas                     ,1987,31,(6) June,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,4,3,(0) Otherwise,(0) Otherwise,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(3) Citizens have freedom of speech,0,(2) Moderate - moderate problems,"(0) No reconciliation, consensus",(0) Good - no problems,(2) Moderate - moderate problems,(0) Good - no problems,(0) Good - no problems,(1) Low - minor problems only,(0) Good - no problems,(0) Good - no problems,2,0,2
260,259,Bahamas                     ,1992,31,(8) August,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,4,4,(0) Otherwise,(0) Otherwise,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(2) Right exists but some problems,0,(0) Good - no problems,"(0) No reconciliation, consensus",(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,NA,(0) Good - no problems,(0) Good - no problems,1,0,0
265,264,Bahamas                     ,1997,31,(3) March,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,NA,5,(0) Otherwise,(0) Otherwise,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(3) Citizens have freedom of speech,0,(0) Good - no problems,"(0) No reconciliation, consensus",(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,0,0,0
270,269,Bahamas                     ,2002,31,(5) May,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,NA,4,(1) Presence of Domestic Observers,(0) Otherwise,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(2) Right exists but some problems,0,(0) Good - no problems,"(0) No reconciliation, consensus",(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,0,1,0
300,299,Bahrain                     ,2002,692,(10) October,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,NA,5,(0) Otherwise,(0) Otherwise,(1) Citizens do not have right to change government,(2) Right exists but some problems,(2) Right exists but some problems,1,(2) Moderate - moderate problems,"(0) No reconciliation, consensus",(3) High - major problems,(1) Low - minor problems only,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,0,0,4
306,305,Bangladesh                  ,1978,771,NA,(6) June,(0) Otherwise,(1) Executive Election,(0) Otherwise,(0) Otherwise,7,2,(0) Otherwise,(0) Otherwise,(2) Right exists but some problems,(2) Right exists but some problems,(2) Right exists but some problems,0,(1) Low - minor problems only,"(0) No reconciliation, consensus",(1) Low - minor problems only,(0) Good - no problems,NA,NA,NA,NA,NA,4,NA,1
307,306,Bangladesh                  ,1979,771,(2) February,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,6,4,(0) Otherwise,(0) Otherwise,(3) Citizens have the right to change government,(2) Right exists but some problems,(2) Right exists but some problems,0,(1) Low - minor problems only,(1) One variable had to be reconciled,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(1) Low - minor problems only,(0) Good - no problems,(0) Good - no problems,1,0,1
309,308,Bangladesh                  ,1981,771,NA,(11) November,(0) Otherwise,(1) Executive Election,(0) Otherwise,(0) Otherwise,7,3,(0) Otherwise,(0) Otherwise,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(2) Right exists but some problems,0,(1) Low - minor problems only,"(0) No reconciliation, consensus",(0) Good - no problems,(0) Good - no problems,NA,(0) Good - no problems,(1) Low - minor problems only,(0) Good - no problems,(0) Good - no problems,1,1,1
314,313,Bangladesh                  ,1986,771,(5) May,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,8,6,(0) Otherwise,(0) Otherwise,(2) Right exists but some problems,(2) Right exists but some problems,(2) Right exists but some problems,1,(2) Moderate - moderate problems,"(0) No reconciliation, consensus",(0) Good - no problems,(1) Low - minor problems only,(2) Moderate - moderate problems,(0) Good - no problems,(3) High - major problems,(1) Low - minor problems only,(0) Good - no problems,3,1,4
315,314,Bangladesh                  ,1986,771,NA,(10) October,(0) Otherwise,(1) Executive Election,(0) Otherwise,(0) Otherwise,8,6,(0) Otherwise,(0) Otherwise,(2) Right exists but some problems,(2) Right exists but some problems,(2) Right exists but some problems,1,(2) Moderate - moderate problems,"(0) No reconciliation, consensus",(0) Good - no problems,(1) Low - minor problems only,(2) Moderate - moderate problems,(0) Good - no problems,(3) High - major problems,(1) Low - minor problems only,(0) Good - no problems,3,1,4
317,316,Bangladesh                  ,1988,771,(3) March,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,9,8,(0) Otherwise,(0) Otherwise,(2) Right exists but some problems,(3) Citizens have freedom of association,(1) Citizens do not have freedom of speech,1,(3) High - major problems,"(0) No reconciliation, consensus",NA,(2) Moderate - moderate problems,(3) High - major problems,(0) Good - no problems,(3) High - major problems,(3) High - major problems,(0) Good - no problems,1,1,5
320,319,Bangladesh                  ,1991,771,(2) February,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,10,6,(1) Presence of Domestic Observers,(1) Presence of International Observers,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(2) Right exists but some problems,0,(1) Low - minor problems only,"(0) No reconciliation, consensus",(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(1) Low - minor problems only,0,0,1
325,324,Bangladesh                  ,1996,771,(6) June,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,NA,5,(1) Presence of Domestic Observers,(1) Presence of International Observers,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(2) Right exists but some problems,0,(2) Moderate - moderate problems,"(0) No reconciliation, consensus",(0) Good - no problems,(1) Low - minor problems only,(2) Moderate - moderate problems,(0) Good - no problems,(1) Low - minor problems only,(0) Good - no problems,(0) Good - no problems,0,0,2
330,329,Bangladesh                  ,2001,771,(10) October,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,NA,10,(1) Presence of Domestic Observers,(0) Otherwise,(3) Citizens have the right to change government,(2) Right exists but some problems,(2) Right exists but some problems,0,(2) Moderate - moderate problems,"(0) No reconciliation, consensus",(0) Good - no problems,(2) Moderate - moderate problems,(3) High - major problems,(0) Good - no problems,(0) Good - no problems,(3) High - major problems,(0) Good - no problems,3,0,2
340,339,Barbados                    ,1981,53,(6) June,NA,(1) Legislative Election,(0) Otherwise,NA,NA,3,0,(0) Otherwise,(0) Otherwise,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(3) Citizens have freedom of speech,0,(0) Good - no problems,"(0) No reconciliation, consensus",(0) Good - no problems,NA,NA,NA,NA,NA,NA,NA,NA,0
345,344,Barbados                    ,1986,53,(5) May,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,3,3,(0) Otherwise,(0) Otherwise,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(3) Citizens have freedom of speech,0,(0) Good - no problems,"(0) No reconciliation, consensus",(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,0,0,0
350,349,Barbados                    ,1991,53,(1) January,NA,(1) Legislative Election,(0) Otherwise,(0) Otherwise,(0) Otherwise,3,2,(0) Otherwise,(0) Otherwise,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(3) Citizens have freedom of speech,0,(0) Good - no problems,"(0) No reconciliation, consensus",(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,0,0,0
