country_year,electexec,electleg,electboth,IAEP.Constitution amended this year?,IAEP.Age of constitution (years),govstruct,IAEP.Regional government reps selected,IAEP.Election scheduled,IAEP.Election period,IAEP.Do party nominations field leg candidates?,IAEP.Do party nominations field executive candidates?,IAEP.Leg elec sys,IAEP.Exec elec sys,IAEP.Exec elec rules,IAEP.Num of parties that hold >= 5% of legislature,IAEP.Official state party?,IAEP.Leg elec competetive?,IAEP.Exec elec competetive?,IAEP.Boycotted by major party?,IAEP.Did election cause protest/violence?,IAEP.protestpart,IAEP.% of pop voting in leg elec,IAEP.% of pop voting in exec elec,EXELEC,LEGELEC,QED.Transitional election,QED.Runoff election,QED.Freedom to change government,QED.Freedom of association,QED.Freedom of speech,QED.Overall election quality,QED.Extent of election problems,QED.Pre-election legal structural enviornment,QED.Pre-election political conditions,QED.Pre-election violence/unrest,QED.Pre-election administrative capacity,QED.Election day explicit cheating,QED.Election day violence/unrest,QED.Election day administrative capacity,PEI.# years since last regime transition,PEI.WB income level,"PEI.PEI index of electoral integrity, imputed",PEI.Rating of electoral integrity (1-10),"PEI.Electoral laws index (0-100), imputed","PEI.Electoral prodcedures index (0-100), imputed","PEI.Voting district boundaries index (0-100), imputed","PEI.Voter regisration index (0-100), imputed","PEI.Party/candidate registration index (0-100), imputed","PEI.Media coverage index (0-100), imputed","PEI.Campaign finance index (0-100), imputed","PEI.Voting process index (0-100), imputed","PEI.Vote count index (0-100), imputed","PEI.Voting results/reactions index (protests/disputes) (0-100), imputed","PEI.Electoral authorities index (0-100), imputed",PEI.turnout,nelda1,nelda3,nelda4,nelda5,nelda11,nelda17,nelda18,nelda29,nelda30,nelda32,nelda45,nelda46,nelda47,nelda48,nelda49,VDEM.turnout,VDEM.VAP_turnout,VDEM.EMB_capacity_ord,VDEM.yrs_education,v2xel_elecparl,v2xel_elecpres,VDEM.elec_viol,VDEM.international_monitors_present,country,POLITY5.fragment,POLITY5.polity2,POLITY5.durable,POLITY5.parreg,POLITY5.parcomp,POLITY5.regtrans,FH.status,FH.fh_total,WB.GDP per capita (constant 2015 US$),"WB.Foreign direct investment, net inflows (BoP, current US$","WB.Inflation, consumer prices (annual %)",WB.Gini index,WB.%pop living in urban,WB.adult literacy rate,CIRI.PHYSINT,CIRI.NEW_EMPINX,CIRI.ELECSD,CIRI.WOPOL,CIRI.INJUD,Press Freedom Index,"AFROBAR.Election Integrity (10=free/fair, 0=unfree/unfair)"
Algeria-2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.03,19.53,2,7.3,1,0,2.778,0,Algeria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.26,NA
Algeria-2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.03,19.53,2,7.3,1,0,2.778,0,Algeria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146,NA
Angola-1980,No,Yes,No,Yes,5,Unitary system,Central government decision,"Yes, inexact periods",Multiple days,No,No executive elections,Plurality (FPP),Chosen strictly by a party,N/A - no elected executive,One,Yes,No,No,No,No,N/A - no election protest,.a,.a,0,1,0,0,(1) Citizens do not have right to change government,(1) Citizens do not have freedom of association,(1) Citizens do not have freedom of speech,1,(3) High - major problems,(3) High - major problems,(2) Moderate - moderate problems,(3) High - major problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Angola,NA,-7,5,4,1,NA,NF,14,3550.08297047352,37420000,NA,NA,24.298,NA,NA,NA,NA,NA,NA,NA,NA
Angola-1986,No,Yes,No,No,11,Unitary system,Central government decision,"Yes, inexact periods",Multiple days,No,No executive elections,Plurality (FPP),Chosen strictly by a party,N/A - no elected executive,One,Yes,No,No,No,No,N/A - no election protest,.a,.a,0,1,0,0,(1) Citizens do not have right to change government,(1) Citizens do not have freedom of association,(1) Citizens do not have freedom of speech,1,(3) High - major problems,(3) High - major problems,NA,(3) High - major problems,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Angola,NA,-7,11,4,1,NA,NF,14,3226.8171793178,234000000,NA,NA,31.643,NA,4,2,0,2,0,NA,NA
Angola-1992,No,No,No,Yes,17,Unitary system,Central government decision,"Yes, inexact periods",Multiple days,No,No executive elections,Plurality (FPP),Chosen strictly by a party,N/A - no elected executive,One,No,Yes,Yes,No,Yes,Widespread participation,91.34,91.34,1,1,0,0,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(2) Right exists but some problems,0,(2) Moderate - moderate problems,(0) Good - no problems,(1) Low - minor problems only,(2) Moderate - moderate problems,(0) Good - no problems,(0) Good - no problems,NA,(0) Good - no problems,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,yes,no,yes,yes,yes,no,yes,yes,no,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Angola,NA,0,0,-77,-77,-77,NF,12,2669.43470645828,287956000,299.509803921569,NA,40.039,NA,NA,NA,NA,NA,NA,NA,NA
Angola-2008,No,Yes,No,No,16,Unitary system,Central government decision,No formal schedule,Multiple days,Yes,No executive elections,Proportional representation,Directly elected,N/A - no elected executive,More than two,No,Yes,Yes,No,No,N/A - no election protest,.a,.a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,yes,yes,no,no,N/A,no,yes,yes,no,no,no,87.36,92.42,1,2.862,1,0,3.073,1,Angola,0,-2,11,3,4,NA,NF,11,4077.77684411643,1678971010,12.4758291326398,42.7,58.282,NA,3,4,1,2,0,36.5,NA
Angola-2008,No,Yes,No,No,16,Unitary system,Central government decision,No formal schedule,Multiple days,Yes,No executive elections,Proportional representation,Directly elected,N/A - no elected executive,More than two,No,Yes,Yes,No,No,N/A - no election protest,.a,.a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,yes,yes,no,no,N/A,no,yes,yes,no,no,no,87.36,92.42,1,2.862,1,0,3.073,1,Angola,0,-2,11,3,4,NA,NF,11,4077.77684411643,1678971010,12.4758291326398,42.7,58.282,NA,3,4,1,2,0,73,NA
Angola-2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,3,35.890537,NA,28.10606,37.613636,50.871212,22.613636,46.590908,31.25,22.34091,38.125,36.81818,43.69318,34.659092,62.8,no,yes,yes,yes,yes,no,yes,N/A,N/A,yes,yes,no,N/A,no,no,62.75,71.58,1,2.98,1,0,3.181,1,Angola,0,-2,15,3,4,NA,NF,11,4167.12579657488,-1464627990.88284,10.2779049218839,NA,61.268,NA,NA,NA,NA,NA,NA,37.8,NA
Angola-2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,3,35.890537,NA,28.10606,37.613636,50.871212,22.613636,46.590908,31.25,22.34091,38.125,36.81818,43.69318,34.659092,62.8,no,yes,yes,yes,yes,no,yes,N/A,N/A,yes,yes,no,N/A,no,no,62.75,71.58,1,2.98,1,0,3.181,1,Angola,0,-2,15,3,4,NA,NF,11,4167.12579657488,-1464627990.88284,10.2779049218839,NA,61.268,NA,NA,NA,NA,NA,NA,114,NA
Angola-2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,2,41.64966,4.25,45.34722,39.375,50.729168,30.277779,50.291668,30.354166,32.6875,47.278645,40.520832,49.088543,40.104168,76.1,no,yes,yes,yes,yes,no,no,yes,yes,no,yes,no,N/A,yes,yes,71.59,53.07,1,2.98,1,0,3.231,1,Angola,0,-2,20,3,4,NA,NF,12,3790.7915654469102,-7397295409.18991,29.8435866918797,NA,64.839,NA,NA,NA,NA,NA,NA,40.42,NA
Angola-2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,2,41.64966,4.25,45.34722,39.375,50.729168,30.277779,50.291668,30.354166,32.6875,47.278645,40.520832,49.088543,40.104168,76.1,no,yes,yes,yes,yes,no,no,yes,yes,no,yes,no,N/A,yes,yes,71.59,53.07,1,2.98,1,0,3.231,1,Angola,0,-2,20,3,4,NA,NF,12,3790.7915654469102,-7397295409.18991,29.8435866918797,NA,64.839,NA,NA,NA,NA,NA,NA,125,NA
Benin-1960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,yes,no,no,no,N/A,no,no,N/A,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Benin,NA,2,0,3,3,99,NA,NA,679.021665655057,NA,NA,NA,9.275,NA,NA,NA,NA,NA,NA,NA,NA
Benin-1964,No,NA,No,N/A - no constitution,.b,Unitary system,Missing information,No formal schedule,One day,N/A - no legislature,Yes,N/A - no legislature,Indirect public vote,Leader of majority party,N/A - no legislature,No,N/A - no legislature,No,No,No,N/A - no election protest,.e,.a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,no,yes,no,no,no,N/A,no,no,N/A,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Benin,NA,-4,0,-88,-88,-2,NA,NA,710.367195838187,NA,NA,NA,11.801,NA,NA,NA,NA,NA,NA,NA,NA
Benin-1968,Yes,NA,No,N/A - no constitution,.b,Unitary system,No regional/provincial governments,Missing information,Missing information,N/A - no legislature,No executive elections,N/A - no legislature,Missing information,N/A - no elected executive,N/A - no legislature,Missing information,N/A - no legislature,Missing information,Yes,Yes,Moderate participation,.e,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,no,no,yes,yes,no,no,no,N/A,no,no,N/A,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Benin,NA,-7,3,4,1,NA,NA,NA,753.265305323043,NA,NA,NA,14.903,NA,NA,NA,NA,NA,NA,NA,NA
Benin-1970,Yes,NA,No,N/A - no constitution,.b,Unitary system,No regional/provincial governments,No formal schedule,Multiple days,N/A - no legislature,No,N/A - no legislature,Directly elected,Plurality,N/A - no legislature,No,N/A - no legislature,Missing information,No,Yes,Moderate participation,.e,56.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,unclear,yes,yes,no,no,yes,no,yes,no,N/A,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Benin,NA,-2,0,2,3,1,NA,NA,758.392636536356,6700000,NA,NA,16.691,NA,NA,NA,NA,NA,NA,NA,NA
Benin-1979,No,Yes,No,No,2,Unitary system,Central government decision,"Yes, exact periods",One day,Yes,No executive elections,Plurality (FPP),Elected through legislature,N/A - no elected executive,Missing information,Yes,No,No,No,No,N/A - no election protest,80.58,.a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,yes,no,no,no,no,N/A,no,no,N/A,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Benin,NA,-7,7,4,1,NA,NF,13,745.133447276899,3568043.12335903,NA,NA,26.676,16.4827308654785,NA,NA,NA,NA,NA,NA,NA
Benin-1984,No,Yes,No,Yes,7,Unitary system,Central government decision,"Yes, exact periods",One day,Yes,No executive elections,Plurality (FPP),Elected through legislature,N/A - no elected executive,One,Yes,No,No,No,No,N/A - no election protest,93.15000000000001,.a,0,1,0,0,(1) Citizens do not have right to change government,(2) Right exists but some problems,(1) Citizens do not have freedom of speech,1,(2) Moderate - moderate problems,(3) High - major problems,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,no,yes,no,yes,no,N/A,no,no,N/A,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Benin,NA,-7,12,4,1,NA,NF,14,803.802055548862,11442.7822973772,NA,NA,30.086,NA,6,7,1,1,1,NA,NA
Benin-1989,No,Yes,No,No,12,Unitary system,Central government decision,"Yes, exact periods",One day,Yes,No executive elections,Plurality (FPP),Elected through legislature,N/A - no elected executive,One,Yes,No,No,No,No,N/A - no election protest,86,.a,0,1,0,0,(1) Citizens do not have right to change government,(1) Citizens do not have freedom of association,(1) Citizens do not have freedom of speech,1,(3) High - major problems,(3) High - major problems,(3) High - major problems,(0) Good - no problems,NA,(3) High - major problems,(0) Good - no problems,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,no,no,no,yes,no,no,no,N/A,no,no,N/A,N/A,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Benin,NA,-7,17,4,1,NA,NF,14,753.569968845582,-1118466.198443,NA,NA,33.73,NA,5,9,0,2,0,NA,NA
Benin-1991,Yes,Yes,Yes,No,1,Federal system,Autonomous decision,"Yes, exact periods",One day,Yes,Yes,Proportional representation,Directly elected,Majority rule,Missing information,No,Yes,Yes,No,No,N/A - no election protest,51.67,64,1,1,1,1,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(3) Citizens have freedom of speech,0,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,yes,yes,yes,yes,no,yes,no,N/A,no,yes,yes,no,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Benin,NA,6,0,2,4,3,F,5,801.150911474166,393822.32951725,NA,NA,35.247,NA,8,13,2,2,2,NA,NA
Benin-1995,No,Yes,No,No,5,Federal system,Autonomous decision,"Yes, exact periods",One day,Yes,No,Proportional representation,Directly elected,Majority rule,More than two,No,Yes,Yes,No,No,N/A - no election protest,75.8,.a,0,1,0,0,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(3) Citizens have freedom of speech,0,(1) Low - minor problems only,(0) Good - no problems,(1) Low - minor problems only,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(1) Low - minor problems only,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,no,no,no,yes,yes,no,yes,yes,no,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Benin,NA,6,4,2,4,NA,F,4,823.549283721719,-7738379.60727878,14.4625482180894,NA,36.758,NA,8,11,2,2,1,NA,NA
Benin-1996,Yes,No,No,No,6,Federal system,Autonomous decision,"Yes, exact periods",One day,Yes,No,Proportional representation,Directly elected,Majority rule,More than two,No,Missing information,Missing information,No,No,N/A - no election protest,.a,77.8,1,0,0,1,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(3) Citizens have freedom of speech,0,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,no,yes,no,yes,yes,no,yes,yes,unclear,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Benin,NA,6,5,2,4,NA,F,4,832.556413755814,-14661253.7760882,4.91423972637199,NA,37.071,NA,8,11,2,2,1,NA,NA
Benin-1999,No,Yes,No,No,9,Federal system,Autonomous decision,"Yes, exact periods",One day,Yes,No,Proportional representation,Directly elected,Majority rule,More than two,No,Yes,Yes,No,No,N/A - no election protest,70.09999999999999,.a,0,1,NA,0,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(3) Citizens have freedom of speech,0,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,no,yes,no,no,N/A,no,yes,yes,no,no,no,NA,NA,NA,NA,NA,NA,NA,NA,Benin,NA,6,8,2,4,NA,F,5,881.619417821179,9314781.87697622,0.326722893396868,NA,38.015,NA,8,11,2,2,1,NA,NA
Benin-2001,Yes,No,No,No,11,Federal system,Autonomous decision,"Yes, exact periods",One day,Yes,No,Proportional representation,Directly elected,Majority rule,More than two,No,Missing information,Missing information,Yes,No,N/A - no election protest,.a,53.42,1,0,0,0,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(3) Citizens have freedom of speech,0.5,(1) Low - minor problems only,(0) Good - no problems,(3) High - major problems,(0) Good - no problems,(0) Good - no problems,(1) Low - minor problems only,(0) Good - no problems,(0) Good - no problems,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,yes,no,no,no,N/A,no,yes,yes,no,no,no,87.74,86.3,2,2.386,0,1,3.201,1,Benin,0,6,10,2,4,NA,F,5,925.716073006309,16739539.3415636,3.98429547767895,NA,38.65,NA,7,11,2,2,1,6,NA
Benin-2001,Yes,No,No,No,11,Federal system,Autonomous decision,"Yes, exact periods",One day,Yes,No,Proportional representation,Directly elected,Majority rule,More than two,No,Missing information,Missing information,Yes,No,N/A - no election protest,.a,53.42,1,0,0,0,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(3) Citizens have freedom of speech,0.5,(1) Low - minor problems only,(0) Good - no problems,(3) High - major problems,(0) Good - no problems,(0) Good - no problems,(1) Low - minor problems only,(0) Good - no problems,(0) Good - no problems,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,yes,no,no,no,N/A,no,yes,yes,no,no,no,87.74,86.3,2,2.386,0,1,3.201,1,Benin,0,6,10,2,4,NA,F,5,925.716073006309,16739539.3415636,3.98429547767895,NA,38.65,NA,7,11,2,2,1,80,NA
Benin-2003,No,Yes,No,No,13,Federal system,Autonomous decision,"Yes, exact periods",One day,Yes,No,Proportional representation,Directly elected,Majority rule,More than two,No,Yes,Yes,No,No,N/A - no election protest,.a,.a,0,1,0,0,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(2) Right exists but some problems,0,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,yes,no,no,no,N/A,no,no,N/A,N/A,no,no,55.9,52.2,2,2.498,1,0,3.551,0,Benin,0,6,12,2,4,NA,F,4,942.918587867681,10638088.2576383,1.48724246145442,38.6,39.536,NA,6,10,1,2,1,5.5,NA
Benin-2003,No,Yes,No,No,13,Federal system,Autonomous decision,"Yes, exact periods",One day,Yes,No,Proportional representation,Directly elected,Majority rule,More than two,No,Yes,Yes,No,No,N/A - no election protest,.a,.a,0,1,0,0,(3) Citizens have the right to change government,(3) Citizens have freedom of association,(2) Right exists but some problems,0,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,(0) Good - no problems,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,yes,no,no,no,N/A,no,no,N/A,N/A,no,no,55.9,52.2,2,2.498,1,0,3.551,0,Benin,0,6,12,2,4,NA,F,4,942.918587867681,10638088.2576383,1.48724246145442,38.6,39.536,NA,6,10,1,2,1,87,NA
Benin-2006,Yes,No,No,Yes,16,Unitary system,Autonomous decision,"Yes, exact periods",One day,Yes,Yes,Proportional representation,Directly elected,Majority rule,More than two,No,Yes,Yes,No,No,N/A - no election protest,.a,81.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,no,no,no,no,N/A,no,yes,yes,no,no,no,81.7,87.17,3,2.666,0,1,3.72,1,Benin,0,7,15,2,4,0,F,4,952.831227239232,-12363482.3642044,3.78217696540374,NA,41.049,28.7021102905273,6,11,2,2,0,17,NA
Benin-2006,Yes,No,No,Yes,16,Unitary system,Autonomous decision,"Yes, exact periods",One day,Yes,Yes,Proportional representation,Directly elected,Majority rule,More than two,No,Yes,Yes,No,No,N/A - no election protest,.a,81.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,no,no,no,no,N/A,no,yes,yes,no,no,no,81.7,87.17,3,2.666,0,1,3.72,1,Benin,0,7,15,2,4,0,F,4,952.831227239232,-12363482.3642044,3.78217696540374,NA,41.049,28.7021102905273,6,11,2,2,0,25,NA
Benin-2007,No,Yes,No,No,17,Unitary system,Autonomous decision,"Yes, exact periods",One day,Yes,Yes,Proportional representation,Directly elected,Majority rule,More than two,No,Yes,Yes,No,No,N/A - no election protest,59,.a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,yes,yes,no,no,N/A,no,yes,yes,no,no,no,58.69,61.83,3,2.722,1,0,3.547,1,Benin,0,7,16,2,4,NA,F,4,981.455745386847,139189943.015454,1.29806813334154,NA,41.558,NA,5,9,2,2,0,15,NA
Benin-2007,No,Yes,No,No,17,Unitary system,Autonomous decision,"Yes, exact periods",One day,Yes,Yes,Proportional representation,Directly elected,Majority rule,More than two,No,Yes,Yes,No,No,N/A - no election protest,59,.a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,yes,yes,no,no,N/A,no,yes,yes,no,no,no,58.69,61.83,3,2.722,1,0,3.547,1,Benin,0,7,16,2,4,NA,F,4,981.455745386847,139189943.015454,1.29806813334154,NA,41.558,NA,5,9,2,2,0,15,NA
Benin-2011,No,No,No,No,21,Unitary system,Autonomous decision,"Yes, exact periods",One day,Yes,Yes,Proportional representation,Directly elected,Majority rule,More than two,No,Yes,Yes,No,No,N/A - no election protest,.a,84.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,yes,yes,yes,no,no,no,yes,yes,no,yes,yes,no,no,no,84.82,68.39,3,2.89,1,1,3.56,1,Benin,0,7,20,2,4,NA,F,4,989.767354468482,161302390.821902,2.70423907747279,43.4,43.608,NA,5,9,2,2,1,NA,6.707
Benin-2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,1,68.501274,7.75,83.333336,76.5625,73.333336,49.791664,65,70.125,40.1875,57.5,85.125,79.6875,87.5,65.92,no,yes,yes,yes,no,yes,no,no,N/A,no,yes,yes,no,no,no,65.91,56.69,4,2.89,1,0,3.358,1,Benin,0,7,24,2,4,NA,F,4,1076.79669785585,149755663.330268,0.218785923536177,47.8,45.695,NA,NA,NA,NA,NA,NA,28.97,NA
Benin-2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,1,68.501274,7.75,83.333336,76.5625,73.333336,49.791664,65,70.125,40.1875,57.5,85.125,79.6875,87.5,65.92,no,yes,yes,yes,no,yes,no,no,N/A,no,yes,yes,no,no,no,65.91,56.69,4,2.89,1,0,3.358,1,Benin,0,7,24,2,4,NA,F,4,1076.79669785585,149755663.330268,0.218785923536177,47.8,45.695,NA,NA,NA,NA,NA,NA,74,NA
Benin-2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,1,70.75802,8.714286,85.71429,88.39286,79.70238,53.571426,74.28571,61.714287,36.67857,58.482143,95.71429,75.08929,86.60714,65.6,no,yes,yes,yes,no,no,no,no,N/A,no,yes,no,N/A,no,no,66.13,58.35,4,2.89,0,1,3.66,1,Benin,0,7,25,2,4,NA,F,4,1082.4512883575,131790853.840786,-0.794050173906725,NA,46.229,NA,NA,NA,NA,NA,NA,NA,7.2038
